cust_id,first_name,last_name,phone_num,address,city,state,zip,age
134,Arliene,Cann,727-640-6133,147 Clove Plaza,Saint Petersburg,FL,70502,51
135,Pietro,Ausher,847-528-9693,0961 Ludington Park,Palatine,IL,,38
136,Germaine,Mayhew,786-948-6372,45480 Farwell Court,,,47683,22
137,Winifred,Davidy,972-819-9820,678 Utah Alley,Dallas,,,51
138,Cheryl,Densumbe,515-171-3038,,Des Moines,IA,,65
139,Caspar,Rogez,719-288-9884,815 Claremont Plaza,Colorado Springs,CO,89305,16
140,Merrielle,Clinning,619-119-7999,93020 Stoughton Street,San Diego,CA,76961,79
141,Moyna,O'Siaghail,425-531-2339,1456 Miller Place,Kent,WA,36107,21
142,Boniface,Lesslie,812-814-3841,,Evansville,IN,25181,26
143,Kingston,Dressel,765-631-7819,1826 Hintze Hill,Crawfordsville,IN,,30
144,Osmond,MacGillacolm,202-404-2914,72183 Holy Cross Terrace,Washington,DC,54382,
145,May,Clail,208-492-8185,,Pocatello,ID,23780,52
146,Merwyn,Ivakhin,763-551-9072,16 Eastwood Junction,Monticello,MN,38350,57
147,Donny,Ing,512-755-8309,628 Service Circle,Austin,TX,21366,57
148,Felipe,Campion,312-291-5828,1504 Annamark Lane,Aurora,IL,74568,36
149,Jefferey,Pitkins,615-702-5929,18832 Veith Point,,TN,23186,
150,Cordell,Hillan,208-829-6020,,,ID,,
151,Heriberto,Collinette,907-842-0270,13 Village Green Junction,,AK,13614,
152,Pooh,Basili,612-203-2879,63 Washington Hill,Minneapolis,MN,69237,49
153,Minerva,Crielly,972-708-7149,599 Myrtle Terrace,Dallas,TX,88334,29
154,De,Cartmel,562-469-3998,60412 Fairfield Street,San Francisco,CA,43524,35
155,Ashlan,Dorward,434-955-1801,67262 Hazelcrest Junction,Manassas,,,18
156,Gasparo,Gerriessen,937-713-3163,8 Hansons Terrace,Dayton,,,31
157,Clarence,Witts,253-393-9051,2674 Cordelia Way,Tacoma,WA,52336,53
158,Doria,Mayworth,979-347-1578,91534 Bellgrove Center,College Station,TX,79613,56
159,Rufe,Valens-Smith,469-640-3860,17804 Veith Street,Dallas,TX,45015,56
160,Chuck,Clucas,832-809-2394,13755 Glendale Place,Houston,TX,21926,62
161,Janeen,Dablin,540-911-8998,4034 Parkside Place,Roanoke,VA,43466,22
162,Shayla,Jerson,409-303-6699,55521 Lakewood Gardens Avenue,Beaumont,,50009,31
163,Andris,Harwin,817-785-1668,66264 Stone Corner Way,,TX,53870,
164,Korrie,Booley,614-997-5780,4 Amoth Trail,Columbus,OH,37690,42
165,Karlie,Colnett,608-777-8520,4006 Sloan Drive,Madison,,72639,
166,Helene,Pittson,415-857-2283,65 Reindahl Drive,,CA,18203,62
167,Simone,Englishby,865-671-3123,6755 Morrow Pass,Knoxville,TN,58347,78
168,Maryjane,Giacobo,803-418-3812,92 Anderson Road,Columbia,,,50
169,Raymond,Sherston,859-652-0318,2114 Burning Wood Drive,Lexington,KY,46317,24
170,Michaela,Vahl,314-901-5792,07 Maple Wood Parkway,Saint Louis,MO,52736,
171,Aurilia,Beslier,310-367-5416,9 Lien Alley,Santa Monica,CA,12472,67
172,Jessalyn,Burney,323-663-4762,61 Oneill Avenue,Los Angeles,CA,40865,19
173,Jerrold,Muge,352-861-3904,958 Caliangt Junction,,FL,30677,38
174,Inna,Elfitt,205-605-7152,,Birmingham,AL,,54
175,Ally,Mufford,616-138-3723,,Grand Rapids,MI,89398,69
176,Bethina,Orr,205-429-0948,6901 Caliangt Place,Birmingham,AL,29886,43
177,Bearnard,Woodes,202-673-0217,44 Oakridge Circle,Washington,DC,,63
178,Ahmad,Biggins,606-731-5570,4947 Porter Drive,London,KY,85430,16
179,Audrey,Crapper,775-367-4750,,Reno,NV,41465,78
180,Petunia,Terbrug,859-262-2480,81032 Corry Place,Lexington,KY,32014,55
181,Abeu,Drakers,757-577-0970,392 Mallard Place,Norfolk,VA,54250,
182,Zacherie,Loftin,203-540-4700,,Fairfield,CT,74382,20
183,Kevina,Yeeles,616-751-9802,1851 Sycamore Avenue,Grand Rapids,MI,,38
184,Robinet,Brabender,502-722-1858,9 Mockingbird Trail,,,31518,59
185,Lucretia,Luckhurst,781-512-9517,,Newton,MA,37595,
186,Ozzy,Reinert,702-596-4286,68 Bashford Circle,Las Vegas,NV,,
187,Lilas,Maddrah,218-493-5797,248 Independence Place,Duluth,,,30
188,Oriana,Beadle,612-523-4006,,,MN,11111,19
189,Gard,Pirazzi,515-351-6733,045 Carey Pass,Des Moines,IA,,62
190,Ernesta,Williamson,401-240-9082,0692 Ronald Regan Pass,Providence,RI,51390,58
191,Johnnie,Danahar,801-694-4729,12 Sachs Court,Salt Lake City,,61267,
192,Chariot,Scollan,816-813-4358,2 Sauthoff Road,Kansas City,MO,,53
193,Jade,Whitfeld,202-601-8068,34343 Delladonna Circle,Washington,DC,42109,49
194,Stefa,O'Duggan,770-567-7978,,,GA,,17
195,Tybie,Geany,253-455-9850,7 Armistice Plaza,Seattle,WA,73047,58
196,Karissa,De Bellis,408-296-5282,42417 Sunnyside Circle,San Jose,CA,,46
197,Elfie,Weaver,212-621-9093,44 Longview Avenue,New York City,NY,65975,57
198,Malinda,Deem,325-427-3902,105 Porter Trail,Abilene,TX,28026,47
199,Cesaro,Vannoni,903-708-0523,30 Dottie Trail,Longview,,56373,49
200,Ketti,Shortell,517-114-5947,5 Welch Avenue,Lansing,MI,13711,77
201,Joann,Eliasson,315-702-8162,9 Nancy Trail,Rochester,NY,21400,70
202,Clemens,Cervantes,304-159-5810,4248 Maywood Terrace,Charleston,WV,40684,72
203,Wilma,Brouard,215-228-5708,,Philadelphia,PA,87027,
204,Josey,Abden,719-377-9951,7 Northfield Plaza,,CO,77816,
205,Natal,MacCawley,918-731-1068,59443 Oak Valley Park,Tulsa,,37202,
206,Bald,Fayre,808-828-4936,414 Rigney Place,Honolulu,HI,88053,
207,Sargent,Colleck,513-743-3790,64508 Westerfield Street,Cincinnati,OH,66563,63
208,Deana,Mulcaster,616-565-6379,9 Eagan Place,Grand Rapids,,63408,
209,Demetrius,Golsthorp,203-894-4256,57 International Hill,,CT,13721,
210,Tye,Hellin,703-427-3980,4171 Arapahoe Junction,Washington,,21870,40
211,Godiva,Herity,732-120-5700,2750 Killdeer Junction,New Brunswick,NJ,,55
212,Emalia,Euler,910-474-0996,10073 Gina Center,Fayetteville,,44352,72
213,Bary,Lourenco,323-433-8494,909 Warrior Alley,Los Angeles,CA,,32
214,Mame,Pilbury,417-853-9553,42507 Eggendart Pass,Springfield,MO,13193,19
215,Alfi,Chifney,323-903-9919,,Los Angeles,CA,29416,29
216,Denna,Roth,808-358-9763,47 Maryland Hill,Honolulu,HI,58530,66
217,Deny,Busfield,646-167-0637,8059 Cambridge Drive,,NY,,65
218,Larine,Konke,304-507-1048,1 Pawling Court,Huntington,WV,68106,27
219,Vilma,Delgua,760-517-4138,81 Cherokee Way,Carlsbad,,,62
220,Halimeda,Dimitru,559-669-5944,13594 Fremont Road,Fresno,CA,39129,36
221,Karol,Brewis,513-784-4710,38677 Cody Terrace,Cincinnati,OH,13534,47
222,Adelina,Barbara,804-929-7513,20 Graedel Parkway,Richmond,VA,67127,
223,Hilary,Meneyer,832-543-3279,47 Mallard Court,Houston,,54861,68
224,Mellisent,Scorthorne,610-992-5485,,Philadelphia,PA,40888,22
225,Carmina,Mableson,508-258-5222,0 Talisman Hill,Newton,,,40
226,Carmen,Gecks,682-367-4127,3207 Mosinee Circle,Fort Worth,TX,23611,59
227,Dione,Arnfield,617-952-1789,30 Burrows Trail,,MA,17135,76
228,Juditha,Macquire,832-964-3946,62355 Porter Plaza,Houston,TX,39523,22
229,Margaretha,Ciobotaru,919-959-5711,5693 Ridgeway Center,Raleigh,NC,60717,74
230,Spense,Curtiss,850-638-7260,22563 Wayridge Avenue,Pensacola,,10446,24
231,Kalinda,Oppy,937-702-6046,,Springfield,OH,21092,28
232,Luise,Gwillym,325-643-1529,9964 Maryland Hill,San Angelo,TX,,78
233,Viola,Drugan,559-240-4516,,Fresno,CA,85890,47
234,Baillie,Lawther,404-131-5398,,,,14455,78
235,Kylie,Duignan,707-433-9654,738 Bobwhite Avenue,Petaluma,CA,41813,76
236,Gradeigh,Antowski,302-946-4314,,,DE,84438,30
237,Freddy,Duetschens,859-847-4149,1 Tony Avenue,Lexington,KY,56675,76
238,Daphne,Joplin,412-726-5613,2 Sunbrook Street,Pittsburgh,PA,66491,18
239,Niki,Joselin,212-222-2703,7944 Boyd Alley,New York City,NY,22782,47
240,Nikolos,Camlin,832-535-0894,5699 Fremont Way,Houston,TX,72602,19
241,Gusella,Finnigan,703-632-0590,7503 Talmadge Lane,Washington,DC,67904,26
242,Hercule,Speachley,415-374-5681,5994 Bartelt Park,San Francisco,CA,88102,72
243,Michail,Levitt,602-449-2841,98 Mccormick Plaza,Mesa,AZ,29386,37
244,Nicolle,McCray,760-452-0473,29 Grayhawk Junction,Escondido,CA,37778,
245,Juline,Attew,858-527-9371,,San Francisco,CA,18201,58
246,Odie,Giannoni,734-244-2925,918 Pierstorff Terrace,Detroit,MI,13416,41
247,Garrik,Fullagar,205-788-3788,307 Summit Circle,Birmingham,AL,13136,19
248,Ilsa,Giordano,864-824-9128,0407 Randy Hill,Greenville,SC,,36
249,Aileen,Beadman,616-526-1011,0 Novick Point,,MI,35507,30
250,Leonerd,Callum,401-653-5612,62 Sycamore Court,Providence,,,24
251,Bjorn,Peck,502-745-1115,0938 Manufacturers Circle,Louisville,KY,75778,68
252,Dennet,Durkin,770-720-5844,103 Lawn Crossing,Lawrenceville,,47316,57
253,Jania,Simone,404-384-8754,2 Hansons Pass,Atlanta,GA,,22
254,Darcey,Hrachovec,707-223-5254,4 Thierer Hill,Santa Rosa,CA,85528,69
255,Briana,Rizzini,253-637-8055,6 Talisman Lane,Tacoma,WA,87944,31
256,Blisse,Yate,801-914-5097,7154 Green Ridge Court,Salt Lake City,,36788,39
257,Reinhard,Willerson,785-519-5703,7 Bluestem Circle,Topeka,KS,59617,
258,Jimmy,Fausch,412-997-6930,25216 Delaware Drive,Pittsburgh,PA,33592,46
259,Sarajane,Lampitt,410-429-9692,51594 Helena Drive,Ridgely,,47435,64
260,Amitie,Yarrington,215-964-6632,6 Lake View Way,Philadelphia,PA,60024,45
261,Birgitta,Weepers,205-909-1891,71086 Clarendon Hill,,,80086,70
262,Raven,Micheau,940-834-0274,8 Clove Plaza,Wichita Falls,TX,63961,37
263,Starlene,McLeoid,254-659-4085,,Gatesville,TX,71592,17
264,Pat,Bouzan,918-649-0488,,Tulsa,OK,78273,
265,Paula,Mulchrone,434-955-9257,,Charlottesville,VA,20839,48
266,La verne,Heinrici,330-934-1267,0 Dixon Place,Akron,OH,,46
267,Chad,Nelissen,912-289-0958,4 Del Sol Plaza,Savannah,GA,29778,20
268,Lory,Wooderson,860-658-1565,26286 Dawn Trail,Hartford,CT,50041,59
269,Sharia,Fabry,951-366-3582,0233 Elmside Lane,Corona,CA,28171,
270,Peder,Gallehock,720-299-3611,3124 Trailsway Parkway,Denver,CO,70567,26
271,Penni,Silversmidt,817-215-3405,970 John Wall Park,Arlington,TX,,
272,Llewellyn,Antuoni,720-239-9092,03 Artisan Lane,Denver,CO,71274,21
273,Joanne,Dwyr,719-154-1441,0 Sheridan Street,,CO,26623,
274,Urbano,Alentyev,818-411-6609,22 Manufacturers Way,,,22612,
275,Olly,Welchman,989-660-0304,0 Shoshone Road,Midland,,54010,
276,Madison,Newport,626-896-5780,0144 Annamark Hill,Pasadena,CA,,61
277,Aube,Bangiard,202-916-3377,62 4th Drive,,DC,,
278,Demetris,Leer,405-173-2164,3 Nancy Avenue,,OK,16341,17
279,Elwin,MacLise,304-105-9963,12 Sycamore Place,,WV,34296,63
280,Grata,Fanti,719-435-8004,79408 North Trail,Pueblo,CO,48803,55
281,Cameron,Raleston,941-365-4209,7612 Starling Park,Orlando,FL,,75
282,Dolph,Ivett,217-264-2453,167 Quincy Trail,Springfield,,41131,40
283,Albrecht,Alpine,203-123-6354,1 Pankratz Junction,Stamford,,,22
284,Kathrine,Thurborn,515-130-5911,964 Cambridge Lane,Des Moines,IA,18792,77
285,Zaccaria,Poulett,518-469-1530,36 Westerfield Terrace,Albany,,15048,64
286,Lucie,Eddington,517-267-6570,28915 Schlimgen Park,Lansing,MI,74429,71
287,Nolly,McKernan,816-695-2283,,Kansas City,MO,79578,25
288,Channa,Lycett,205-101-0213,21518 Menomonie Lane,,AL,10774,
289,Dev,Bower,901-158-4374,1610 Grover Way,Memphis,,68701,34
290,Ardyth,McCadden,209-587-5957,9 Pawling Road,Stockton,CA,,32
291,Trefor,Yushankin,281-914-0341,39 Melby Crossing,Houston,TX,,22
292,Alexandros,Quinnette,720-107-5245,93 Wayridge Crossing,Denver,CO,,
293,Jule,Pulford,239-729-2372,1 Autumn Leaf Street,Fort Myers,FL,55109,46
294,Fannie,Husselbee,614-584-8263,339 Kropf Crossing,Columbus,OH,86676,37
295,Emmy,Harley,973-341-8765,15 Anzinger Alley,Newark,NJ,66245,59
296,Lanny,Ferri,814-824-1769,014 Spohn Plaza,Johnstown,PA,64756,30
297,Ketty,Wauchope,949-628-4876,058 Talisman Avenue,Irvine,CA,82391,25
298,Carolina,Moan,310-116-8298,62903 Starling Way,Long Beach,CA,19731,63
299,Sauveur,Hollingsbee,432-642-8207,,Midland,TX,,
300,Branden,Walewicz,210-687-2884,,San Antonio,TX,77451,49
301,Jammie,Poytheras,317-393-3450,721 Huxley Terrace,Indianapolis,IN,62534,59
302,Guillema,Jeandeau,862-601-3756,7 Del Sol Lane,Paterson,NJ,78012,69
303,Anetta,Tomich,541-424-3296,71444 Rutledge Court,Eugene,OR,75441,58
304,Lucine,Harfoot,540-461-7343,5366 Nelson Trail,Roanoke,VA,74230,
305,Alexio,Schenkel,312-613-0780,55711 Lawn Point,,,48725,77
306,Arleyne,Dominey,772-570-8433,1 Springs Place,Vero Beach,FL,47169,45
307,Lock,Ladson,810-345-9493,5104 Sachtjen Street,Flint,,66517,
308,Clim,Izkovicz,972-537-2425,3 Little Fleur Avenue,Dallas,TX,14456,22
309,Sophi,Randle,212-709-5433,6400 Bartelt Lane,Brooklyn,NY,84038,55
310,Kelcey,Glenfield,915-117-4041,2085 Schiller Parkway,El Paso,TX,71797,70
311,Arnaldo,Grinyakin,772-646-5755,9728 Calypso Drive,,FL,47875,40
312,Kinsley,Hitter,601-719-3616,9456 Holmberg Park,,MS,59922,65
313,Sullivan,Tuffin,361-432-8170,7 Rockefeller Road,,TX,79984,
314,Paulina,Steaning,706-470-2183,3701 Welch Road,Athens,,82134,37
315,Jean,Rattray,202-444-7931,1876 Ohio Terrace,Washington,DC,47024,57
316,Vinny,Saundercock,941-870-4789,822 Graedel Hill,Naples,FL,74345,66
317,Alayne,Mountney,203-154-8110,38 Briar Crest Point,Norwalk,CT,60437,23
318,Lindi,Gilbard,215-171-5486,6 Prairie Rose Plaza,Philadelphia,PA,86190,53
319,Rutledge,Suche,818-521-4804,15191 5th Circle,Northridge,CA,78969,59
320,Jacobo,Belasco,281-587-6816,,Houston,TX,23707,68
321,Sidonia,Borrill,505-379-6925,1 Dapin Pass,Albuquerque,NM,,74
322,Ramon,Higgen,251-704-7135,20627 Pine View Junction,Mobile,AL,57071,45
323,Carena,Haggis,206-875-5292,024 Talmadge Center,Seattle,WA,31561,38
324,Ashleigh,Moylane,206-411-1021,393 Norway Maple Lane,Seattle,WA,51667,59
325,Bartholomeus,Beeres,434-739-4463,1 Dovetail Lane,Manassas,VA,50627,47
326,Patsy,O'Roan,513-430-0948,51049 Jay Center,Cincinnati,OH,38542,51
327,Korey,Salasar,260-204-6489,38 Dahle Parkway,,,28880,
328,Pauly,Russe,716-312-2985,6 Messerschmidt Drive,Buffalo,NY,73084,28
329,Jilli,Cerman,214-879-4932,46583 Eastlawn Trail,Arlington,TX,22457,17
330,Raddy,Delwater,203-672-6408,0 Summerview Lane,New Haven,CT,87651,16
331,Sansone,Skamal,602-459-7423,,Glendale,AZ,33083,47
332,Stearn,Whichelow,602-959-9275,698 Magdeline Point,Mesa,AZ,62935,
333,Felic,Stapells,602-894-2181,95468 1st Hill,Phoenix,AZ,69691,
334,Lorie,Rosenbaum,970-694-2722,33065 Ronald Regan Lane,Fort Collins,CO,25470,48
335,Lavinia,Cardenas,503-273-7384,6188 Browning Point,Portland,OR,44187,58
336,Fanny,Andraud,619-231-9611,70005 Merchant Hill,San Diego,CA,,17
337,Holly,Skoate,716-114-9711,6858 Mesta Junction,Buffalo,NY,50317,
338,Elisabeth,Lackinton,915-763-7202,2068 Moose Avenue,El Paso,TX,,19
339,Mallory,Naton,719-670-8314,76452 Artisan Terrace,Pueblo,CO,62224,
340,Chariot,McBeith,814-690-0234,52159 2nd Pass,Erie,PA,12881,34
341,Nichole,Grube,504-753-6816,,New Orleans,LA,44785,
342,Hillel,Streeting,619-703-0596,331 Tennyson Park,,CA,21248,49
343,Knox,McQuilty,315-868-5545,59 Truax Street,Syracuse,NY,,21
